label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
a,0.0,0.0,0.0,-0.24327167608906453,-0.12430442839631049,-0.06930661700811361,-0.3930995637730365,-0.49613215577318986,-0.08875640320724115,-0.45808601172506985,-0.8096196452857082,-0.10505965903122395,-0.5256184238153611,-1.0,-0.09423396832764136,-0.26001832205520664,-0.7799371317401945,-0.03444076366035263,-0.3322673782907605,-0.969406066577975,-0.1500475861755709,-0.3166963539720003,-0.6556568800929085,-0.1989483826578757,-0.2648009621910495,-0.5777130015150763,-0.22176472670651845,-0.11876446793291845,-0.7703172904267915,-0.033117576720501765,-0.2041780907251021,-0.9232038635751793,-0.14708411027347323,-0.19917785984803932,-0.5643517538380045,-0.14482859383633323,-0.14888172734377247,-0.5529479515977128,-0.12080446054011447,0.03321667507407669,-0.7339725578651974,-0.05086479432518273,-0.03650471294139992,-0.9056891157582744,-0.1560590068579738,-0.06237884399419061,-0.5731174589234856,-0.08565578279047756,-0.01423487777019804,-0.5484153556770056,-0.017555237517663635,0.18275661985525316,-0.6853056333132078,-0.07673849656739107,0.11065109945399752,-0.814232068039906,-0.1233401876765332,0.0733150112781267,-0.5897416964846571,-0.0683485588758829,0.11884701737328117,-0.5477908985648159,-0.016450376422888165
a,0.0,0.0,0.0,-0.23842312996126735,-0.11845252355264993,-0.0876789855713556,-0.37709554241335225,-0.48982791018085803,-0.11560620077003218,-0.44558864127300424,-0.8067025310913227,-0.13297137369272166,-0.5157955503025317,-1.0,-0.11944325310778296,-0.24618022958290944,-0.7764513669922742,-0.0783630358426755,-0.32366999729497953,-0.9789538057946635,-0.2043616318135414,-0.30516836944237075,-0.6509928293034166,-0.2516611150778546,-0.23994922439574617,-0.5835840753408843,-0.2745789864949126,-0.10149000894960084,-0.7653831487350663,-0.06678866942222764,-0.19196632288464005,-0.9377117574254258,-0.1902778331502955,-0.18859478359446813,-0.5550021013702804,-0.18044056054977162,-0.13115799689618096,-0.5613488293581624,-0.15164618238568492,0.05456330053890105,-0.7318671551207395,-0.07437299156423888,-0.025762120878474036,-0.9098817591156464,-0.18562775163804776,-0.053749902776156606,-0.5607684350037883,-0.106434327319146,0.0024395256566907306,-0.5539997638809777,-0.03439861206377637,0.20491815226739354,-0.6904941396972268,-0.09135671737775625,0.1211537607740431,-0.8152103823826279,-0.14609095940954597,0.08083415665284262,-0.578983203836923,-0.09382700276687361,0.13140591074233618,-0.5438731286426951,-0.04489430150072152
a,0.0,0.0,0.0,-0.2463923849415974,-0.13386703643897768,-0.07764358511206414,-0.38323657943848016,-0.49538024101059924,-0.10029084582354654,-0.4471529747332233,-0.8062042986031156,-0.1149367206185582,-0.5205295928612869,-1.0,-0.09904470114219675,-0.24273515058222975,-0.7932681427024153,-0.061486110795104125,-0.3299738522000435,-0.9911585590375382,-0.18657750516930818,-0.3111789141770201,-0.6611212794505145,-0.23640297320729367,-0.23949676149865556,-0.5838031824607222,-0.2608834748427099,-0.09119937708692942,-0.78231215614498,-0.05677192989637959,-0.19688220153429165,-0.9501877226132892,-0.17732918874545428,-0.1939417527782318,-0.5696102662109175,-0.1701410555941931,-0.12823041856237843,-0.5649341522688369,-0.14457948185856473,0.06645012294809596,-0.7457588968978283,-0.07133350730855118,-0.030131937945787883,-0.9176050177911014,-0.18124821543480063,-0.06062692751899903,-0.5664710034684116,-0.1046064059423814,0.004310817097419078,-0.5509260173977394,-0.03513760946638456,0.21657971688708713,-0.6970044536129137,-0.09481243858290056,0.11859282356723708,-0.8162000057477561,-0.14941984747423026,0.07729205246982877,-0.5813004388052571,-0.09832509498473338,0.13452331343771498,-0.5413429811814872,-0.05042139959290704
a,0.0,0.0,0.0,-0.23815574636406678,-0.12566593323405886,-0.08726318898759038,-0.37345048867233277,-0.49433908556882666,-0.11207718841829332,-0.43793626737220726,-0.8066010476916261,-0.12649557514856088,-0.5030860790789725,-1.0,-0.1091479400446124,-0.23786426804020594,-0.78299824341899,-0.06940164570790623,-0.31922880079031823,-0.9795651222721826,-0.19547667168869334,-0.298147735667275,-0.6523814748450681,-0.24495119278187585,-0.22994973926680093,-0.5797107292443969,-0.26857575327860955,-0.09361058804374862,-0.7723515735313007,-0.05781536167979477,-0.1900662292508963,-0.9372776321120546,-0.1816157950858104,-0.18494453870305586,-0.5592708944022282,-0.17412346098775958,-0.12239291586499111,-0.5600699812356698,-0.14638461950724357,0.05938424708372963,-0.7384205664285269,-0.06628497710245707,-0.02587327280366236,-0.9094872779515706,-0.1779584361173661,-0.052010484407011254,-0.5669881300244485,-0.10250977871323282,0.009546961608361087,-0.5564250701321523,-0.032049386304756025,0.20761760863956732,-0.6952127053704936,-0.08448696397998395,0.12055283501776079,-0.8155359709147374,-0.1408939544145158,0.08367520898643314,-0.586330790223513,-0.09230060859145746,0.13846806659982272,-0.5495516455306326,-0.04499923479330983
a,0.0,0.0,0.0,-0.2399426923262756,-0.12556640694750507,-0.06837659266944905,-0.38094414812605165,-0.4951664506425056,-0.0815074720628448,-0.4385128364567556,-0.8144758595625878,-0.08905787098979642,-0.5107718679822784,-1.0,-0.0667596741438192,-0.25113218367865686,-0.7777554634506026,-0.030092153840349016,-0.31934501614404226,-0.9757963308803912,-0.13732529463383342,-0.30474279820262296,-0.6719884586378504,-0.1766662485082985,-0.25079050137912345,-0.6092055702722745,-0.19460936150398994,-0.11111155459669304,-0.7703275234387965,-0.027085296429950025,-0.19134439853201604,-0.941339146729072,-0.1349998225492668,-0.18925344570791153,-0.585434019498894,-0.12349765197911006,-0.13317101761034564,-0.5843668531406832,-0.09291661350860313,0.03510452138219051,-0.7383225111180668,-0.04404349614866346,-0.03399387009560382,-0.9188955668480989,-0.14319128280257173,-0.05852020998808891,-0.5976270253578053,-0.07251192139029891,-0.002690603684244801,-0.5849241744690953,-0.005673730702717116,0.18190753885809,-0.6936904839431377,-0.06938822777628122,0.10811319525993274,-0.8188877941797419,-0.11465043848071606,0.07125688248775805,-0.6086167381261988,-0.06740587567230392,0.11918840738025364,-0.5795486390477851,-0.022697582471498088
a,0.0,0.0,0.0,-0.22749993993250753,-0.13918137682347365,-0.06950792472723118,-0.35965054965476606,-0.5093789276432301,-0.08610768923076645,-0.42277861376134557,-0.8152037946495493,-0.09747491067654102,-0.48780449168761586,-1.0,-0.07920764201665421,-0.22528818043977059,-0.7863831991329869,-0.03649744885022985,-0.3087622205452938,-0.9850021571140217,-0.1462832433879366,-0.30049236207281116,-0.6816805629886863,-0.18825467284329137,-0.23646030878305813,-0.6163349984254874,-0.20790215161395112,-0.089900730229343,-0.7760194835556469,-0.03302408264349944,-0.18988291197847862,-0.9474716688748115,-0.1360868928548881,-0.19347558591320554,-0.5918795554282621,-0.12004249351599199,-0.12927693835671925,-0.5876301790138853,-0.089590567231244,0.05373542193851938,-0.7392352143069923,-0.04977088625554381,-0.030303996795266384,-0.9212566204476549,-0.14437752245363938,-0.06102793446710991,-0.598575858226259,-0.07085791504201248,0.0005419895161494377,-0.5804646055755815,-0.004541836464669049,0.19463292170622298,-0.6904988961402224,-0.07543919093083595,0.10652124592524458,-0.8275976851583113,-0.11844468492695719,0.06435301569643313,-0.6169214272546519,-0.06941255429366296,0.11425623792935766,-0.5760457644125303,-0.024596028721815114
a,0.0,0.0,0.0,-0.2380391261586796,-0.12195647316098814,-0.053908475037174275,-0.3870077973043415,-0.49324453254760503,-0.057884854425790014,-0.4465130955501747,-0.8171969681246876,-0.06461055079214584,-0.529704289998386,-1.0,-0.04470658685011957,-0.2758803426002177,-0.7818039323625104,0.024572757920012386,-0.3476457871444924,-0.9919914267332062,-0.07889842414725556,-0.3184099761649965,-0.7115704645840945,-0.1224416032539376,-0.26620861844227606,-0.6323763532746884,-0.13898862222622962,-0.1422758690588045,-0.7813627560993449,0.020104969857301078,-0.2273574015352813,-0.9568231601519201,-0.07632080724864308,-0.2121160159577051,-0.6211808129531528,-0.06406409268495018,-0.1543797549361065,-0.6063696220875465,-0.030461821120860946,-0.0011011775648319551,-0.7527269005085566,-0.008235809280481926,-0.07747615341045673,-0.9263941885228081,-0.1042053144258424,-0.09100058857084481,-0.6199841261173729,-0.037586669167424334,-0.03747570205862778,-0.5866421217243494,0.03048581949790211,0.14344605912426864,-0.7125158854686674,-0.044922562604265005,0.07150621948715552,-0.8461529006709627,-0.09138352223265737,0.04198357845028752,-0.6463996934031505,-0.04532938373937859,0.08747843233420023,-0.604778405394138,0.0017006854132879485
a,0.0,0.0,0.0,-0.2270017806455735,-0.10641353881016806,-0.052237495877675004,-0.3821751251880576,-0.48790396361959326,-0.055729740758799176,-0.43873806879515176,-0.8164115391979594,-0.06262685489783672,-0.5199046332571702,-1.0,-0.04352625554996505,-0.2668894950402945,-0.7773326669307206,0.022823539745042448,-0.3413583695295493,-0.9843514675313726,-0.08025256332971009,-0.311599631133214,-0.7028113253668298,-0.124253724176373,-0.257098774979736,-0.6300769982120757,-0.14262687991826248,-0.131867247585352,-0.7717534658091586,0.01656243408787869,-0.21968752672636388,-0.9489175911082158,-0.07850454540234757,-0.2060284972034746,-0.6120823080013401,-0.06405056767022323,-0.1454484357836367,-0.6026584530927167,-0.029748590667381107,0.008383611752543844,-0.7411912431946969,-0.013685913287726323,-0.0692864619379174,-0.9190914239280997,-0.10801588486148987,-0.08466062901047097,-0.6115539979203224,-0.03959129761258628,-0.030037046404954023,-0.578747215656256,0.02862179437826929,0.152987115340018,-0.7016726179897569,-0.052359539954465774,0.08037874960144231,-0.8403258094133008,-0.10041777547562558,0.05050264266242401,-0.6383029054628233,-0.05526896055419173,0.09648159234639835,-0.5950192874627549,-0.009145664811647164
a,0.0,0.0,0.0,-0.23074944882785373,-0.1176841263667222,-0.06303949642170668,-0.3752775578808588,-0.49185726436794014,-0.07472078369665597,-0.4358637368786574,-0.8156287140036124,-0.08476098211032627,-0.5176384426953241,-1.0,-0.06586070571477418,-0.2605851827160053,-0.7910743114136117,-0.012980137226004971,-0.33663521183649187,-0.9901286116771698,-0.12332319103518463,-0.3121008386617113,-0.6962757118537193,-0.16469446706875435,-0.24906391023168947,-0.6286324330405233,-0.1815418646146632,-0.12348207128645301,-0.778910644731309,-0.015324885777971652,-0.20593788099995144,-0.9527756203203295,-0.12193724371441468,-0.19801194043729298,-0.6041434114432096,-0.10602283552863138,-0.13783890704566332,-0.5918108957528092,-0.07038758705802771,0.0191736506712241,-0.7432775885995474,-0.03983475405291388,-0.054701889655979746,-0.9220957451710429,-0.14252702852584967,-0.07813526766978406,-0.6035408685169557,-0.06989151526222563,-0.02160084219020929,-0.5773552620490943,0.0021764686479920532,0.16331113423776347,-0.697591737835088,-0.07268705862393778,0.09161786615535271,-0.8426895955386501,-0.11983466104066832,0.05354910859762129,-0.6341047183490615,-0.0689272234546093,0.09715138128243883,-0.5911483683602489,-0.019191667192604626
a,0.0,0.0,0.0,-0.23627742373417512,-0.12314648837807024,-0.06854909435531792,-0.3768162354437554,-0.49632798753122137,-0.0793036965217023,-0.4331543390295178,-0.8164120422238186,-0.0851086053103954,-0.5095150019111764,-1.0,-0.06132609471654674,-0.26710564686731825,-0.793145940562413,-0.01836780128949025,-0.33723016989699417,-0.9957436165059741,-0.12621691232729612,-0.3147415133881204,-0.7020785897165528,-0.16717771714675586,-0.25556197648593965,-0.6377179729667389,-0.1846355569654577,-0.1270178563190742,-0.7830812694824666,-0.014171600609889918,-0.20584410154937097,-0.9590730217676405,-0.11771211286489687,-0.19994509486684373,-0.60729072618114,-0.10159571990354548,-0.1424466930057533,-0.598153119830762,-0.06661025684073696,0.017353811478921042,-0.7469015464053408,-0.03190524038361322,-0.05290684168209887,-0.9242936267208826,-0.1305549790487718,-0.07882881955199389,-0.6062233094326442,-0.05832998328095668,-0.022977571685591707,-0.5852261119422165,0.011911271561599861,0.16152550596748363,-0.7004636662295125,-0.05817855524292757,0.09054363083979729,-0.8383911889823974,-0.10512238616930444,0.0520204512353449,-0.6289199711346457,-0.05695430438083872,0.09734869578684452,-0.5909559342028088,-0.00989541414620886
a,0.0,0.0,0.0,-0.22529985010702974,-0.12773199616027597,-0.06395064131707645,-0.3682835843242069,-0.49991722520049897,-0.07588458975415134,-0.43388582125434405,-0.8150622757380432,-0.0844735914323195,-0.5117659992779129,-1.0,-0.0642957836234262,-0.24832033462407835,-0.794352641179158,-0.028170321865169677,-0.32605303661597795,-0.9860449601910964,-0.1422360308591329,-0.3063191608046994,-0.6790720495810355,-0.18793933699584692,-0.24880714455602762,-0.5981172262271631,-0.2088580741732391,-0.11207600908255577,-0.7845300316383678,-0.028816495343396697,-0.19533644212950685,-0.9464313366996511,-0.13999135261568685,-0.18851907114269434,-0.5921615045421335,-0.1313979328058593,-0.13298006817050154,-0.5800363866896411,-0.10330559356008101,0.03617622348425867,-0.7468486756887633,-0.049631540107024384,-0.034918559863932774,-0.9185336626073506,-0.1513689038761738,-0.056979006428628874,-0.5977724381734275,-0.08123654467247166,-0.00399629032009678,-0.5769027081689958,-0.014631049300053503,0.18344221677329714,-0.6958452825636489,-0.07879894580257225,0.11605433277950504,-0.8273974319706647,-0.12821370978958838,0.07561873627906102,-0.6186060210431935,-0.07986856812490374,0.11677748936119244,-0.5802047168374637,-0.033163201654985854
a,0.0,0.0,0.0,-0.22494122901684832,-0.13144796416880727,-0.06823879362725609,-0.36988616560597937,-0.5028018730828626,-0.08164103052920002,-0.4401695943297994,-0.8173843944813546,-0.08956589175270971,-0.5203290416196671,-1.0,-0.06899184681845137,-0.24742787172883987,-0.7877888613470955,-0.036551785226135794,-0.3275184795918201,-0.9758235932771524,-0.1472729737578125,-0.3134214658678402,-0.6703524849678,-0.18745605140055538,-0.2560311739615681,-0.5928141395098742,-0.20507355135854707,-0.11018059237681943,-0.7765494969030389,-0.03265217059141568,-0.19321167364908046,-0.9403542682883862,-0.14111115394690954,-0.193102831468616,-0.5840809638387032,-0.12854135916970807,-0.13593087437455045,-0.577816684400498,-0.09845695092046815,0.03911965755908401,-0.7374320075148805,-0.04831866904415471,-0.03212166907966023,-0.915865970177893,-0.15134825427847706,-0.05917675634040934,-0.5921519801091999,-0.08025401771043146,-0.0040440724104044016,-0.5700633051705998,-0.013074806729512995,0.18726730783094556,-0.6875098719532455,-0.07189923529451449,0.11627813947084704,-0.8238349198020677,-0.12564957474877503,0.07309381187756556,-0.6119775182356726,-0.07921725257808902,0.11661247142757251,-0.5691559256382418,-0.033395348441598326
